repo_fullname,commits_avg_added,commits_avg_files_changed,commits_avg_message_length,commits_avg_per_day_real,commits_avg_removed,commits_count,commits_days_since_first,commits_days_since_last,commits_max_per_day,commits_total_lines_added,commits_total_lines_removed,contributors_count,contributors_top_avg_additions,contributors_top_avg_commits,contributors_top_avg_deletions,contributors_top_avg_participation_week,forks_avg_max_per_day,forks_count,issues_avg_body_length,issues_avg_comment_length,issues_avg_comments,issues_avg_labels,issues_avg_per_day,issues_avg_per_day_real,issues_avg_title_length,issues_count,issues_labels,issues_max_per_day,issues_open,issues_total_comments,pulls_avg_body_length,pulls_avg_comments,pulls_avg_Commits,pulls_avg_created_per_day_real,pulls_avg_files_changed,pulls_avg_labels,pulls_avg_lines_added,pulls_avg_lines_removed,pulls_avg_review_comments,pulls_avg_title_length,pulls_count,pulls_max_created_per_day,pulls_total_lines_added,pulls_total_lines_removed,releases_avg_assets,releases_avg_assets_downloads,releases_avg_assets_size,releases_avg_body_length,releases_avg_title_length,releases_count,releases_tags,releases_total_downloads,repo_age_days,repo_branches,repo_deployments,repo_languages,repo_milestones,repo_network_members,repo_readme_length,repo_size,repo_topics,repo_watchers,repo_workflows,stars_avg_per_day_real,stars_count,stars_max_per_day,wf_avg_duration,wf_avg_fails_per_day,wf_avg_failure_duration,wf_avg_success_duration,wf_avg_successes_per_day_real,wf_count,labels
serverless/serverless-websockets-plugin,3,1,76,1,0,1,1135,1135,1,3,0,14,369,2,76,1,3,80,0,204,0,0,0,0,0,0,0,0,0,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,13,1,1,0,1200,1,0,2,0,80,0,159,0,146,0,0,0,0,0,0,0,0,0,0,1
DusanKasan/parsemail,58,2,47,3,15,52,1817,701,9,3009,789,6,70,4,21,2,2,83,270,71,0,0,0,1,44,39,0,5,15,25,307,0,1,1,1,0,69,8,0,50,10,1,693,84,0,0,0,38,23,4,4,0,1817,2,0,1,0,97,2167,69,5,143,0,1,143,2,0,0,0,0,0,0,0
richardschneider/net-mdns,50,3,51,3,23,234,1496,878,19,11778,5281,8,50,26,26,5,1,53,598,411,2,0,0,1,32,111,0,5,23,289,113,1,2,1,1,0,41,3,0,47,6,1,247,20,0,0,0,290,27,40,40,0,1496,6,122,2,0,57,5473,1057,4,144,0,1,144,2,0,0,0,0,0,0,0
apache/cordova-node-xcode,189,3,74,2,101,398,3719,489,26,75153,40365,44,198,5,124,2,2,78,542,377,2,0,0,1,42,124,61,11,34,257,1204,6,2,1,2,0,385,0,0,40,4,1,1540,3,0,0,0,0,0,0,0,0,1819,7,0,2,2,85,2377,1257,9,147,1,1,147,2,0.020717593,0,0.000150463,0.02056713,2,2,0
rrweb-io/rrweb-snapshot,31,2,66,2,8,217,1279,252,8,6754,1815,24,31,9,8,4,2,87,321,214,1,0,0,1,41,85,2,4,7,153,759,1,1,1,1,0,45,0,0,49,3,1,137,2,0,0,0,0,0,0,0,0,1279,3,0,4,0,90,194,337,0,150,0,1,150,7,0,0,0,0,0,0,0
pipermerriam/flex,126,5,64,3,46,525,2724,813,20,65977,24067,33,20,5,5,2,2,72,583,230,1,0,0,1,41,235,20,7,34,415,139,1,2,1,5,0,65,28,0,31,10,1,656,284,0,0,0,101,16,14,14,0,2723,2,0,2,0,75,953,818,0,149,0,1,149,2,0,0,0,0,0,0,0
ozekiltd/Onvif-IP-Camera-Viewer,8050,64,28,1,0,1,2718,2718,1,8050,0,1,8050,1,0,1,2,94,84,280,0,0,0,1,64,3,0,1,3,1,39,0,1,1,1,0,23,0,0,16,1,1,23,0,0,0,0,0,0,0,0,0,2718,1,0,1,0,94,0,204,0,142,0,1,142,2,0,0,0,0,0,0,0
zhousoft/TsingHuaDataStructOj,333,4,19,3,66,16,2210,1954,7,5327,1057,1,375,14,75,4,2,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2210,1,0,2,0,62,103,32,0,147,0,1,147,4,0,0,0,0,0,0,1
thangmam/smoothratingbar,83,5,66,6,16,46,1307,824,16,3832,754,2,106,17,20,3,2,58,1050,164,1,0,0,1,33,49,0,2,27,94,246,0,1,1,1,0,25,22,0,33,11,1,276,250,0,0,0,0,0,0,0,0,1307,2,0,3,0,69,2353,193,5,145,0,1,145,3,0,0,0,0,0,0,0
LittletreeZou/Question-Pairs-Matching,1,1,16,1,1,1,1129,1129,1,1,1,1,118,9,0,2,3,50,0,22,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1353,1,0,1,0,52,0,18,3,145,0,1,145,4,0,0,0,0,0,0,1
Jon-Becker/nft-generator-py,3,1,133,2,3,2,1,1,2,6,6,0,0,0,0,0,4,66,407,188,2,1,0,1,36,33,33,3,2,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,7,4,4,0,213,1,0,2,0,66,3818,873,6,143,0,1,143,5,0,0,0,0,0,0,1
pranoyr/head-detection-using-yolo,142,1,65,3,86,31,1389,545,13,4389,2657,1,2,23,115,4,2,49,3703,133,1,0,0,1,39,22,5,3,11,25,16869,0,1,1,1,1,1,1,0,40,1,1,1,1,0,0,0,0,0,0,0,0,1378,2,0,1,0,53,979,1891,0,147,0,1,147,3,0,0,0,0,0,0,0
glamorous/TMDb-PHP-API,39,2,50,2,13,47,4526,1376,4,1848,609,3,41,14,13,7,1,47,170,197,1,0,0,1,37,10,0,1,1,15,57,0,1,1,1,0,11,1,0,31,1,1,11,1,0,0,0,0,0,0,0,0,4525,2,0,1,0,53,9366,39,0,142,0,1,142,16,0,0,0,0,0,0,0
gawen/virustotal,12,1,14,1,12,1,1145,1145,1,12,12,1,56,12,5,4,1,57,0,200,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3657,1,0,1,0,62,0,11,2,146,0,1,146,5,0,0,0,0,0,0,1
FunctionDou/STL,35,1,16,1,35,1,1166,1166,1,35,35,1,4084,3,11,1,2,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1166,1,0,0,0,55,0,153,0,147,0,0,0,0,0,0,0,0,0,0,1
willdurand/nmap,1,1,68,1,0,1,740,740,1,1,0,12,40,3,4,1,1,52,0,647,0,0,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3113,1,0,1,0,56,0,44,0,149,0,1,149,3,0,0,0,0,0,0,1
Red-Folder/Cordova-Plugin-BackgroundService,363,12,180,1,2,28,3367,2571,4,10164,60,2,390,13,2,6,2,87,872,550,6,0,0,1,38,55,35,2,0,354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3367,1,0,3,0,88,5375,665,0,149,0,1,148,3,0,0,0,0,0,0,1
ncase/door,116,2,81,1,5,1,1657,1657,1,116,5,2,217,10,141,1,2,49,0,106,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2605,1,0,3,0,52,0,1430,0,146,0,1,146,5,0,0,0,0,0,0,1
zhanyuzhang/super-tinypng,26,1,18,4,1,7,640,74,4,185,6,1,26,7,0,2,2,51,198,18,0,0,0,1,16,5,0,2,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,640,1,0,1,0,52,1019,9,0,146,0,1,146,3,0,0,0,0,0,0,1
gglockner/teslajson,27,2,43,3,17,49,2433,402,8,1335,822,3,26,14,18,4,2,49,257,295,4,0,0,1,28,30,0,2,4,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138,15,1,1,0,2431,1,0,1,0,53,3394,41,0,143,0,1,143,1,0,0,0,0,0,0,1
criteo/cassandra_exporter,110,2,55,2,5,141,1586,6,17,15482,728,20,209,3,5,1,2,93,581,890,2,0,0,1,43,109,0,3,5,288,24,0,2,1,1,0,12,4,0,27,1,1,12,4,1,72001,3280289,56,3,19,19,1584023,1543,4,0,5,0,93,8673,278,3,144,2,1,144,3,0.017748843,0,0.002511574,0.015237269,3,2,0
compilelife/feiq,393,12,14,2,12,21,2014,1769,5,8248,259,0,0,0,0,0,2,70,40,53,1,0,0,1,11,10,2,1,4,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010,13644596,98,4,2,2,2010,2014,1,0,5,0,74,2315,1086,0,146,0,1,146,2,0,0,0,0,0,0,1
bc-game-project/bcgame-crash,3,1,24,1,0,1,651,651,1,3,0,1,123,6,38,2,2,75,0,88,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,877,1,0,1,0,79,0,25,0,142,0,1,142,5,0,0,0,0,0,0,1
abusetelegram/telegram-recorder,1,1,16,1,1,1,1027,1027,1,1,1,2,18,9,5,3,2,66,0,23,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1421,1,0,1,0,68,0,15,0,143,0,1,143,3,0,0,0,0,0,0,1
irungentoo/filter_audio,298,2,54,3,11,95,2686,1955,9,28316,1074,10,413,6,8,2,2,79,179,172,1,0,0,1,39,44,0,3,9,74,268,0,1,1,2,0,44,4,0,34,2,1,89,8,1,1997,833,0,0,1,1,1997,2686,1,0,3,0,83,922,316,0,148,0,1,148,4,0,0,0,0,0,0,0
WebDevSimplified/Design-Patterns,47,3,33,1,1,13,1222,790,3,611,9,3,54,3,0,2,2,83,64,55,0,0,0,1,22,3,0,1,1,2,116,0,1,1,1,0,2,2,0,41,1,1,2,2,0,0,0,0,0,0,0,0,1222,1,0,2,0,83,91,11,1,148,0,1,148,2,0,0,0,0,0,0,0
RamadhanAmizudin/Wordpress-scanner,1,1,53,1,1,1,2194,2194,1,1,1,5,1454,25,694,7,3,56,0,66,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3332,4,0,1,0,56,0,1461,6,144,0,1,144,4,0,0,0,0,0,0,1
sifive/sifive-blocks,50,3,74,2,22,403,1949,450,11,20154,8846,25,43,10,18,5,2,75,218,224,0,0,0,1,40,175,5,3,13,126,875,1,1,1,1,0,42,27,1,40,5,1,213,138,0,0,0,0,0,0,0,0,1954,90,0,2,0,77,0,624,0,149,1,1,149,3,0.132572338,0,0.024730903,0.107841435,1,4,0
eon01/AWS-CheatSheet,121,1,16,4,8,31,1779,586,7,3752,261,1,80,29,8,7,1,58,0,0,0,0,0,1,14,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1779,2,0,0,0,61,20866,174,15,148,0,1,148,17,0,0,0,0,0,0,1
changetjut/ProxySpider,82,1,20,3,7,8,2207,1001,6,657,58,2,90,3,4,1,2,92,108,51,0,0,0,1,16,4,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2207,1,0,1,0,93,301,11,0,144,0,1,144,2,0,0,0,0,0,0,1
twocucao/YaVueBlog,4758,38,37,2,3349,6,1500,78,2,28550,20094,1,5284,5,3537,3,3,61,3918,311,0,0,0,1,28,8,6,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500,3,0,6,0,61,30,639,0,144,0,1,144,7,0,0,0,0,0,0,1
ahsayde/Serial-Lab,838,2,23,3,38,19,2025,1528,8,15919,713,1,1135,14,2,1,2,60,202,230,0,0,0,1,36,8,1,1,7,4,0,0,1,1,1,0,1,1,0,40,1,1,1,1,1,264,1751552,0,6,1,1,264,2025,1,0,1,0,60,1925,632,0,143,0,1,143,2,0,0,0,0,0,0,0
rjrodger/seneca-examples,1,1,31,1,1,1,2455,2455,1,1,1,1,47,56,13,24,2,81,0,241,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3396,1,0,3,0,82,0,575,0,141,0,1,141,2,0,0,0,0,0,0,1
FavioVazquez/kaggle-learning,1141,1,51,6,23,35,1535,1520,18,39925,798,2,774,13,18,2,10,65,1112,0,0,0,0,1,42,9,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1535,2,0,1,0,68,828,1980,0,142,0,2,142,27,0,0,0,0,0,0,1
jessecooper/pyetrade,81,2,41,3,59,305,1895,80,12,24758,17853,10,49,25,36,6,2,73,732,481,3,0,0,1,38,57,13,2,10,189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,14,5,5,0,1752,2,0,2,0,73,2524,306,5,149,2,1,149,3,0.036325231,0,0.007418981,0.02890625,3,2,1
zlzeng/DeepFloorplan,475,4,35,1,2,7,983,249,2,3327,16,1,475,7,2,4,2,75,838,445,2,0,0,1,40,20,0,1,15,42,87,0,5,1,9,0,389,36,0,37,1,1,389,36,0,0,0,0,0,0,0,0,983,1,0,1,0,80,3625,174,0,148,0,1,148,5,0,0,0,0,0,0,0
mlaiacker/rosbag2video,39,1,54,2,19,44,2272,339,10,1730,832,5,41,6,17,2,2,66,323,261,1,0,0,1,33,27,0,1,7,45,41,0,1,1,1,0,17,6,0,25,2,1,34,12,0,0,0,0,0,0,0,0,2272,2,0,1,0,66,2287,62,3,149,0,1,149,2,0,0,0,0,0,0,0
SeleniumHQ/fluent-selenium,1,1,7,1,1,1,431,431,1,1,1,9,147,51,113,7,1,69,0,133,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3880,3,0,1,0,69,0,1424,0,146,0,1,146,3,0,0,0,0,0,0,1
krohling/ArduinoPusherClient,97,2,38,2,15,22,3879,3001,11,2135,332,3,104,7,18,2,2,46,397,351,1,0,0,1,28,17,0,1,10,31,253,0,5,1,10,0,966,263,0,33,2,1,1932,527,0,0,0,0,0,0,0,0,3879,2,0,4,0,61,2558,191,0,144,0,1,144,53,0,0,0,0,0,0,0
oreillymedia/essential-sqlalchemy-2e,3003,18,45,3,470,5,2338,2271,3,15015,2349,2,2313,1,964,1,1,82,234,78,0,0,0,1,28,3,0,1,2,2,39,2,1,1,1,0,3,3,0,7,1,1,3,3,0,0,0,0,0,0,0,0,2338,1,0,3,0,88,441,407,0,145,0,1,145,2,0,0,0,0,0,0,0
DrJia/AndroidLogCollector,83,4,9,5,5,21,2788,1082,9,1740,108,1,100,21,22,2,2,92,119,38,0,0,0,1,24,3,0,1,3,1,169,0,1,1,1,0,2,2,0,30,2,1,5,4,0,0,0,0,0,0,0,0,2788,1,0,1,0,92,3090,676,0,144,0,1,144,2,0,0,0,0,0,0,0
gippy/instagram-scraper,0,0,0,0,0,0,0,0,0,0,0,14,132,19,108,5,0,0,0,328,0,0,0,0,0,0,0,0,0,232,21,0,1,1,1,0,3,3,0,31,2,1,6,6,0,0,0,0,0,0,0,0,1068,6,0,2,0,73,26069,1508,0,146,0,1,146,3,0,0,0,0,0,0,0
denjones/hexo-theme-chan,364,5,29,3,9,30,2232,2000,9,10924,255,1,389,28,9,6,1,59,397,119,1,0,0,1,25,13,10,1,6,23,28,0,1,1,1,0,3,3,0,28,1,1,3,3,0,0,0,23,5,5,5,0,2232,2,0,3,0,59,2910,1959,0,148,0,1,148,3,0,0,0,0,0,0,0
zmalltalker/fish-nuggets,34,2,63,2,23,62,5099,1375,8,2108,1429,10,41,4,31,2,1,35,246,121,0,0,0,1,38,18,0,3,9,9,205,0,1,1,1,0,19,1,0,38,5,2,99,8,0,0,0,0,0,0,0,0,4970,1,0,2,0,61,2107,44,0,142,0,1,142,24,0,0,0,0,0,0,0
egramtel/tdsharp,2046,45,52,2,673,85,1488,56,5,173930,57194,5,2003,13,815,5,1,51,770,292,3,0,0,1,43,108,0,3,8,416,98,0,3,1,523,0,3284,913,0,21,1,1,3284,913,0,0,0,0,0,0,0,0,1488,3,0,3,0,54,2466,1267,5,149,0,1,149,3,0,0,0,0,0,0,0
FlyTechVideos/BluescreenSimulator,132,5,41,5,64,142,1142,118,45,18785,9034,6,109,17,46,2,2,71,145,97,2,0,0,1,31,110,38,9,26,236,38,2,1,1,3,0,22,5,0,32,2,1,44,10,1,16909,412876,244,9,5,5,84548,1133,7,0,1,0,72,730,277,0,149,0,1,149,4,0,0,0,0,0,0,0
KevinSheedy/jquery.alphanum,1890,11,80,1,4035,1,1460,1460,1,1890,4035,2,205,57,106,12,1,70,0,223,0,0,0,0,0,0,0,0,0,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3529,18,0,2,0,71,0,584,0,141,0,1,100,2,0,0,0,0,0,0,1
schuppo/PasswordStrengthPackage,14,2,36,2,6,162,2996,47,12,2214,988,21,21,2,12,1,2,47,171,117,1,0,0,1,27,56,0,3,1,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,10,17,17,0,2996,3,4,1,0,51,5403,136,2,142,2,1,142,2,0.004386574,0,0.000445602,0.003940972,10,2,1
shiyemin/voc2coco,83,1,16,2,1,4,1513,1472,3,330,2,1,82,4,0,2,3,87,509,37,0,0,0,1,72,6,0,1,6,2,311,0,1,1,1,0,1,1,0,58,1,1,1,1,0,0,0,0,0,0,0,0,1513,1,0,1,0,88,353,9,0,147,0,1,147,3,0,0,0,0,0,0,0
gadgetguru/PHP-Streaming-Audio,19,2,29,1,8,1,4305,4305,1,19,8,1,13476,2,4,1,3,62,0,219,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4305,1,0,1,0,65,0,1374,0,146,0,1,146,64,0,0,0,0,0,0,1
Samourai-Wallet/samourai-dojo,167,4,63,3,28,365,1035,648,21,60972,10340,11,164,22,18,5,4,56,638,439,1,1,0,1,40,176,251,7,19,191,5785,0,1,1,1,0,11,7,0,35,6,1,66,44,0,0,0,0,0,0,0,0,1035,15,0,6,0,60,5602,1687,0,149,0,1,149,15,0,0,0,0,0,0,0
geeeeeeeek/stock_page,4976,2,10,3,953,18,1135,28,6,89561,17157,1,3179,16,999,4,5,94,42,147,0,0,0,1,20,8,0,2,7,4,98,0,2,1,2,0,2462,6,0,8,1,1,2462,6,0,0,0,0,0,0,0,0,1135,2,6,3,0,94,899,266,0,147,1,1,147,22,0.001759259,0,0.000260417,0.001498843,2,2,0
ElemeFE/vue-toast-mobile,32,3,35,3,8,31,2159,1984,11,993,246,1,29,21,8,6,2,56,117,104,0,0,0,1,17,24,0,4,8,10,0,0,1,1,1,0,17,21,0,18,1,1,17,21,0,0,0,0,0,0,0,0,2159,2,0,4,0,56,1292,32,0,145,0,1,145,3,0,0,0,0,0,0,0
miguelgrinberg/flask-pycon2014,62,5,33,2,5,31,2959,1983,11,1915,140,3,67,9,3,2,3,66,142,86,1,0,0,1,34,5,1,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2951,1,0,3,0,67,2654,64,0,145,0,1,145,3,0,0,0,0,0,0,1
Roger13/SwagDefGen,15,1,39,2,5,32,1893,1181,5,483,167,4,19,6,7,3,2,59,102,34,0,0,0,1,27,9,0,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1893,1,23,2,0,61,614,18,0,141,0,1,141,5,0,0,0,0,0,0,1
jruby/joni,94,2,53,3,59,641,5198,3,23,60482,37739,20,100,30,64,7,1,54,1062,258,1,0,0,1,44,57,1,2,15,111,252,0,1,1,3,0,34,3,0,44,3,1,102,9,0,0,0,0,0,0,0,0,4553,3,0,1,3,59,1999,1325,0,149,0,1,149,15,0,0,0,0,0,0,0
yearofmoo-articles/AngularJS-Animation-Article,3948,15,19,4,1529,11,3285,3234,7,43430,16824,1,3948,11,1529,2,3,49,211,141,1,0,0,1,48,5,0,1,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3285,1,0,2,0,59,455,1176,0,149,0,1,149,4,0,0,0,0,0,0,1
IsraelOrtuno/pipedrive,38,3,36,3,11,269,2315,274,50,10154,2940,20,31,10,15,2,2,51,351,199,2,0,0,1,34,119,6,4,7,271,4,0,1,1,1,0,11,1,0,46,2,1,23,3,0,0,0,33,11,47,47,0,2315,3,0,1,0,52,14552,233,8,148,0,1,148,3,0,0,0,0,0,0,0
zhengmin1989/OS-X-10.11.6-Exp-via-PEGASUS,43,1,24,8,3,16,2013,2012,12,685,55,1,42,16,3,1,12,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,1,0,3,0,52,1471,17,0,142,0,2,142,41,0,0,0,0,0,0,1
mafintosh/dns-packet,34,2,50,3,7,123,2234,99,10,4228,873,12,34,10,7,3,1,53,364,262,2,0,0,1,34,78,0,2,22,227,269,1,2,1,1,0,29,8,1,36,7,1,204,60,0,0,0,0,0,0,0,0,2234,3,0,1,0,58,6628,229,0,143,1,1,143,8,0.000978009,0,0.000978009,0,0,2,0
gonzalocasas/node-proxy-middleware,19,2,56,3,5,109,3452,2351,8,2062,536,14,15,5,6,2,2,68,376,152,2,0,0,1,39,65,1,2,22,148,256,1,1,1,1,0,22,2,0,43,9,1,204,18,0,0,0,0,0,0,0,0,3452,1,0,1,0,71,1983,451,0,144,0,1,144,4,0,0,0,0,0,0,0
upplex/upBootstrap3WP,7893,69,39,1,2063,1,2999,2999,1,7893,2063,1,5431,4,516,3,2,54,0,138,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3130,1,0,2,0,54,0,593,0,146,0,1,146,5,0,0,0,0,0,0,1
alexeygrigorev/outbrain-click-prediction-kaggle,423,5,18,2,2,6,1898,1829,3,2535,10,1,422,6,1,3,8,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1898,1,0,3,0,74,3122,23,2,144,0,1,144,12,0,0,0,0,0,0,1
haskell/hie-bios,43,3,112,2,18,247,1022,25,9,10523,4432,30,48,7,22,4,3,54,777,506,3,0,0,1,38,340,35,7,42,1091,1149,6,3,1,6,0,130,64,2,38,6,1,784,389,0,0,0,0,0,0,0,0,1022,13,0,2,0,57,24881,497,1,143,1,1,143,3,0.862654803,0,0.352929688,0.509725116,3,8,0
benbalter/gman,148,2,42,4,49,659,3143,156,22,97424,32591,53,158,8,82,2,3,90,684,216,1,0,0,1,31,188,22,7,7,311,960,2,1,1,1,1,2,0,0,35,7,1,15,1,0,0,0,155,4,56,56,0,3143,7,70,2,0,93,4065,1564,2,142,1,1,142,4,0.00765625,0,0,0.00765625,1,2,0
antoniogarrote/clj-ml,106,3,38,3,14,32,4414,2395,16,3384,456,2,122,15,28,2,1,19,375,3,0,0,0,1,31,5,0,1,3,1,26,0,1,1,2,0,9,8,0,20,2,1,18,17,0,0,0,0,0,0,0,0,4414,2,0,2,0,56,7306,504,0,149,0,1,149,18,0,0,0,0,0,0,0
Johankoi/MachoSignature,162,5,15,3,76,55,1516,218,14,8886,4172,2,413,17,310,4,2,65,40,17,0,0,0,1,32,8,0,1,8,2,50,0,1,1,2,0,33,5,0,31,3,1,100,16,0,0,0,0,0,0,0,0,1516,1,0,2,0,70,3944,363,0,147,0,1,147,3,0,0,0,0,0,0,0
ibm-messaging/mq-jms-spring,57,4,41,2,23,115,1534,7,6,6516,2652,8,59,11,25,8,2,84,1217,739,2,0,0,1,50,82,1,2,10,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,20,6,6,0,1534,1,0,1,0,86,17819,281,0,148,0,1,148,2,0,0,0,0,0,0,1
telstrapurple/DevEvents,9,1,62,2,6,267,1571,15,39,2336,1654,63,8,2,6,2,4,60,45,168,0,0,0,1,29,154,0,18,2,127,78,0,1,1,1,0,8,0,0,16,1,1,8,0,0,0,0,0,0,0,0,0,1572,3,0,0,0,60,1544,222,0,149,0,1,149,10,0,0,0,0,0,0,0
punitpandey/ds-algo,107,2,26,4,2,23,714,353,5,2465,37,2,128,9,37,2,2,69,51,38,1,0,0,1,10,2,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,714,2,5,1,0,69,621,37,8,142,0,1,142,5,0,0,0,0,0,0,1
simondevyoutube/MinecraftClone,1800,27,15,1,0,1,782,782,1,1800,0,1,910,2,0,1,3,82,0,380,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,782,1,0,3,0,82,0,1917,0,142,0,1,142,7,0,0,0,0,0,0,1
cmgreen210/TensorFlowDeepAutoencoder,49,2,32,7,19,48,2297,1809,21,2339,903,3,12,6,11,1,4,62,2193,791,0,0,0,1,39,14,3,1,8,11,10002,0,1,1,1,1,1,1,0,43,2,1,2,2,0,0,0,0,0,0,0,0,2297,3,0,2,0,63,3521,317,0,148,0,1,148,8,0,0,0,0,0,0,0
droberson/rtfm,9,1,19,3,3,268,2322,1227,27,2479,737,1,8,164,3,45,7,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2322,1,0,0,0,54,699,175,0,141,0,1,141,19,0,0,0,0,0,0,1
igormq/asr-study,85,7,60,1,19,1,1632,1632,1,85,19,2,70,86,41,8,3,56,0,406,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1991,1,0,2,0,58,0,356,0,145,0,1,145,5,0,0,0,0,0,0,1
bsm/grape-kaminari,29,3,58,2,13,78,3038,22,11,2263,1041,13,32,3,17,2,1,66,357,153,2,0,0,1,37,64,4,4,0,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3038,1,0,1,0,82,2322,64,0,148,1,1,148,5,0.001655093,0,0.000185185,0.001469907,2,2,1
anantzoid/VQA-Keras-Visual-Question-Answering,65,3,21,3,25,35,2026,1611,8,2264,868,2,67,16,26,3,4,57,740,258,0,0,0,1,48,9,0,1,6,4,179,0,2,1,5,0,45,38,0,24,1,1,45,38,0,0,0,0,0,0,0,0,2009,3,22,4,0,58,3271,1084,0,148,0,1,148,14,0,0,0,0,0,0,0
LeonBlade/PaisleyPark,50,2,35,4,23,196,1111,251,31,9825,4571,3,54,60,30,12,2,44,192,243,2,0,0,1,27,32,4,2,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,868,2277529,117,19,32,32,27806,1111,1,0,1,0,65,5695,434,10,145,0,1,145,6,0,0,0,0,0,0,0
quantopian/pgcontents,1,1,148,1,1,1,667,667,1,1,1,9,61,14,22,3,3,70,0,342,0,0,0,0,0,0,0,0,0,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,283,5,9,9,0,2667,1,0,2,0,80,0,283,0,145,0,0,0,0,0,0,0,0,0,0,1
chen1218chen/vue-cli-multi-page,3298,140,19,1,1,2,1732,1380,1,6595,1,1,3297,2,0,2,2,54,102,65,0,0,0,1,13,4,0,1,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1732,1,0,4,0,54,1988,1039,7,144,0,1,144,4,0,0,0,0,0,0,1
